HGNC_gene,h5_sample_frequency,biotype,gene_length,exon_count,exon_length_total,unique_exon_count,unique_exon_length_total,feature
SERPINI2,9158,gene with protein product,37059.0,42.0,7449.0,25.0,4568.0,protein coding
SERTAD1,19054,gene with protein product,4404.0,2.0,2084.0,2.0,2084.0,protein coding
SERTAD2,19245,gene with protein product,119385.0,5.0,6935.0,5.0,6935.0,protein coding
SERTAD3,18872,gene with protein product,3492.0,11.0,4559.0,10.0,3316.0,protein coding
SERTAD4,11456,gene with protein product,13836.0,15.0,7197.0,14.0,7081.0,protein coding
SERTM1,6152,gene with protein product,23820.0,2.0,3099.0,2.0,3099.0,protein coding
SERTM2,4445,gene with protein product,10755.0,5.0,5019.0,5.0,5019.0,protein coding
SESN1,19187,gene with protein product,110538.0,41.0,13697.0,26.0,10195.0,protein coding
SESN2,18757,gene with protein product,22974.0,10.0,3462.0,10.0,3462.0,protein coding
SESN3,18927,gene with protein product,67029.0,39.0,14654.0,25.0,12588.0,protein coding
SESTD1,18891,gene with protein product,163155.0,66.0,17604.0,47.0,15539.0,protein coding
SET,19413,gene with protein product,12977.0,93.0,24783.0,41.0,16868.0,protein coding
SETBP1,18570,gene with protein product,388338.0,41.0,60948.0,15.0,16830.0,protein coding
SETD1A,18708,gene with protein product,27371.0,68.0,20454.0,26.0,7845.0,protein coding
SETD1B,19025,gene with protein product,28648.0,51.0,22643.0,23.0,11684.0,protein coding
SETD2,19343,gene with protein product,147686.0,388.0,134386.0,85.0,59348.0,protein coding
SETD3,19260,gene with protein product,83142.0,72.0,14377.0,40.0,10503.0,protein coding
SETD4,18843,gene with protein product,44849.0,120.0,26864.0,49.0,14799.0,protein coding
SETD5,19358,gene with protein product,81626.0,509.0,142240.0,135.0,57725.0,protein coding
SETD6,18589,gene with protein product,8364.0,72.0,21375.0,44.0,17272.0,protein coding
SETD7,19090,gene with protein product,110759.0,37.0,17611.0,26.0,16245.0,protein coding
SETD9,18580,gene with protein product,16273.0,44.0,8389.0,32.0,6789.0,protein coding
SETDB1,19006,gene with protein product,38482.0,193.0,37192.0,79.0,17134.0,protein coding
SETDB2,19082,gene with protein product,50730.0,44.0,18535.0,20.0,10926.0,protein coding
SETMAR,18286,gene with protein product,13934.0,23.0,10265.0,19.0,7710.0,protein coding
SETSIP,6252,gene with protein product,879.0,1.0,879.0,1.0,879.0,protein coding
SETX,19346,gene with protein product,93631.0,53.0,22248.0,37.0,16605.0,protein coding
SEZ6,14273,gene with protein product,51540.0,92.0,22379.0,41.0,13138.0,protein coding
SEZ6L,11637,gene with protein product,214136.0,132.0,36459.0,35.0,13547.0,protein coding
SEZ6L2,13710,gene with protein product,28392.0,103.0,20328.0,37.0,8110.0,protein coding
SF1,19411,gene with protein product,14181.0,198.0,42319.0,76.0,22797.0,protein coding
SF3A1,19290,gene with protein product,24932.0,43.0,10591.0,40.0,10105.0,protein coding
SF3A2,19004,gene with protein product,11832.0,36.0,5604.0,25.0,4482.0,protein coding
SF3A3,19315,gene with protein product,33101.0,56.0,7513.0,41.0,6273.0,protein coding
SF3B1,19429,gene with protein product,46565.0,135.0,39711.0,78.0,26960.0,protein coding
SF3B2,19411,gene with protein product,18580.0,111.0,20575.0,62.0,14313.0,protein coding
SF3B3,19277,gene with protein product,53880.0,75.0,19157.0,67.0,18038.0,protein coding
SF3B4,19244,gene with protein product,4487.0,9.0,2370.0,9.0,2370.0,protein coding
SF3B5,19336,gene with protein product,690.0,1.0,690.0,1.0,690.0,protein coding
SF3B6,16534,gene with protein product,8788.0,6.0,1371.0,6.0,1371.0,protein coding
SFI1,18879,gene with protein product,129901.0,322.0,47572.0,126.0,23978.0,protein coding
SFMBT1,18856,gene with protein product,143179.0,49.0,8874.0,38.0,7374.0,protein coding
SFMBT2,18654,gene with protein product,252865.0,142.0,34635.0,58.0,17611.0,protein coding
SFN,13285,gene with protein product,1308.0,1.0,1308.0,1.0,1308.0,protein coding
SFPQ,19442,gene with protein product,17069.0,57.0,15953.0,28.0,11387.0,protein coding
SFR1,18738,gene with protein product,4328.0,10.0,3429.0,8.0,2921.0,protein coding
SFRP1,11593,gene with protein product,47512.0,6.0,8337.0,5.0,8259.0,protein coding
SFRP2,10162,gene with protein product,8493.0,3.0,1996.0,3.0,1996.0,protein coding
SFRP4,10938,gene with protein product,119764.0,14.0,4343.0,11.0,3997.0,protein coding
SFRP5,8658,gene with protein product,5249.0,3.0,1883.0,3.0,1883.0,protein coding
SFSWAP,19264,gene with protein product,88658.0,90.0,25634.0,54.0,19731.0,protein coding
SFT2D1,19349,gene with protein product,22849.0,35.0,7234.0,25.0,6612.0,protein coding
SFT2D2,19281,gene with protein product,27084.0,28.0,13270.0,21.0,12799.0,protein coding
SFT2D3,17675,gene with protein product,3746.0,1.0,3746.0,1.0,3746.0,protein coding
SFTA1P,8806,"RNA, long non-coding",10611.0,44.0,9269.0,19.0,5287.0,lncRNA
SFTA2,10372,gene with protein product,24284.0,11.0,1886.0,11.0,1886.0,protein coding
SFTA3,4881,"RNA, long non-coding",44242.5,25.0,6412.0,17.0,4643.0,lncRNA
SFTPA1,3469,gene with protein product,4517.0,24.0,7435.0,15.0,6407.0,protein coding
SFTPA2,4949,gene with protein product,4556.0,22.0,4581.0,16.0,3795.0,protein coding
SFTPB,8570,gene with protein product,11428.0,55.0,12107.0,26.0,8675.0,protein coding
SFTPC,5684,gene with protein product,7567.0,52.0,9306.0,32.0,6697.0,protein coding
SFTPD,12461,gene with protein product,45148.0,23.0,9299.0,17.0,7985.0,protein coding
SFXN1,19248,gene with protein product,52681.0,62.0,12612.0,44.0,10244.0,protein coding
SFXN2,18110,gene with protein product,28955.0,80.0,17578.0,51.0,13765.0,protein coding
SFXN3,18859,gene with protein product,10008.0,53.0,13546.0,33.0,11533.0,protein coding
SFXN4,18922,gene with protein product,24948.0,74.0,7006.0,40.0,4691.0,protein coding
SFXN5,18631,gene with protein product,133584.0,167.0,28536.0,74.0,19417.0,protein coding
SGCA,12431,gene with protein product,11715.0,97.0,15022.0,45.0,8076.0,protein coding
SGCB,18643,gene with protein product,17594.0,15.0,5510.0,12.0,4904.0,protein coding
SGCD,13569,gene with protein product,897445.0,33.0,21289.0,18.0,11168.0,protein coding
SGCE,17021,gene with protein product,132369.0,925.0,163433.0,210.0,63889.0,protein coding
SGCG,8127,gene with protein product,144184.0,8.0,1594.0,8.0,1594.0,protein coding
SGCZ,6091,gene with protein product,1153587.0,14.0,8212.0,9.0,7609.0,protein coding
SGF29,18891,gene with protein product,37876.0,36.0,5064.0,31.0,4557.0,protein coding
SGIP1,12805,gene with protein product,217873.0,843.0,305289.0,121.0,58498.0,protein coding
SGK1,19223,gene with protein product,148865.0,174.0,37622.0,86.0,27743.0,protein coding
SGK2,10815,gene with protein product,29270.0,127.0,17927.0,47.0,10276.0,protein coding
SGK3,18799,gene with protein product,149289.0,129.0,22982.0,49.0,12988.0,protein coding
SGMS1,19109,gene with protein product,319578.0,58.0,15092.0,31.0,10323.0,protein coding
SGMS2,17021,gene with protein product,90485.0,43.0,19660.0,23.0,10146.0,protein coding
SGO1,17071,gene with protein product,25614.0,97.0,19967.0,24.0,7859.0,protein coding
SGO2,18372,gene with protein product,74089.0,28.0,8057.0,22.0,7369.0,protein coding
SGPL1,19130,gene with protein product,79912.0,189.0,35975.0,65.0,18910.0,protein coding
SGPP1,18516,gene with protein product,43850.0,3.0,3336.0,3.0,3336.0,protein coding
SGPP2,16903,gene with protein product,138079.0,5.0,4983.0,5.0,4983.0,protein coding
SGSH,18625,gene with protein product,14208.0,79.0,20061.0,52.0,16401.0,protein coding
SGSM1,16772,gene with protein product,121410.0,125.0,26383.0,59.0,17182.0,protein coding
SGSM2,18804,gene with protein product,43561.0,108.0,27413.0,61.0,21032.0,protein coding
SGSM3,18714,gene with protein product,39699.0,106.0,18570.0,68.0,14466.0,protein coding
SGTA,19160,gene with protein product,28648.0,159.0,38240.0,58.0,21597.0,protein coding
SGTB,18755,gene with protein product,57108.0,18.0,6335.0,13.0,5834.0,protein coding
SH2B1,19082,gene with protein product,27613.0,116.0,33904.0,51.0,19376.0,protein coding
SH2B2,16890,gene with protein product,36621.0,23.0,4839.0,15.0,2830.0,protein coding
SH2B3,18991,gene with protein product,45701.0,17.0,8141.0,12.0,7465.0,protein coding
SH2D1A,13530,gene with protein product,145330.0,67.0,29832.0,41.0,21812.0,protein coding
SH2D1B,13942,gene with protein product,16871.0,6.0,3113.0,6.0,3113.0,protein coding
SH2D2A,17332,gene with protein product,10606.0,37.0,7295.0,22.0,4544.0,protein coding
SH2D3A,18065,gene with protein product,15304.0,45.0,12339.0,32.0,9899.0,protein coding
SH2D3C,18529,gene with protein product,40394.0,97.0,22482.0,41.0,9872.0,protein coding
SH2D4A,15915,gene with protein product,82526.0,37.0,8655.0,20.0,5756.0,protein coding
SH2D4B,7829,gene with protein product,108659.0,27.0,16601.0,17.0,12555.0,protein coding
SH2D5,6929,gene with protein product,13107.0,46.0,12809.0,30.0,10854.0,protein coding
SH2D6,10240,gene with protein product,18316.0,128.0,14535.0,65.0,9573.0,protein coding
SH2D7,5381,gene with protein product,26563.0,12.0,4389.0,10.0,3516.0,protein coding
SH3BGR,16673,gene with protein product,69652.0,57.0,7504.0,24.0,3765.0,protein coding
SH3BGRL,19345,gene with protein product,96446.0,17.0,4186.0,13.0,3652.0,protein coding
SH3BGRL2,17048,gene with protein product,72327.0,4.0,4603.0,4.0,4603.0,protein coding
SH3BGRL3,19382,gene with protein product,1437.0,5.0,1519.0,5.0,1519.0,protein coding
SH3BP1,18314,gene with protein product,21464.0,112.0,14540.0,57.0,8842.0,protein coding
SH3BP2,19187,gene with protein product,48028.0,181.0,53086.0,82.0,32618.0,protein coding
SH3BP4,16412,gene with protein product,103698.0,44.0,19905.0,27.0,10982.0,protein coding
SH3BP5,19099,gene with protein product,87016.0,55.0,12746.0,35.0,9806.0,protein coding
SH3BP5L,18382,gene with protein product,15470.0,20.0,11038.0,20.0,11038.0,protein coding
SH3D19,18092,gene with protein product,222855.0,156.0,36196.0,66.0,23763.0,protein coding
SH3D21,16947,gene with protein product,22973.0,63.0,20478.0,43.0,17772.0,protein coding
SH3GL1,19187,gene with protein product,40178.0,44.0,8346.0,23.0,6198.0,protein coding
SH3GL2,8006,gene with protein product,218059.0,11.0,2899.0,11.0,2899.0,protein coding
SH3GL3,9285,gene with protein product,171516.0,38.0,7738.0,29.0,6803.0,protein coding
SH3GLB1,19400,gene with protein product,43615.0,51.0,27168.0,23.0,18679.0,protein coding
SH3GLB2,19076,gene with protein product,21296.0,98.0,20601.0,48.0,14804.0,protein coding
SH3KBP1,19308,gene with protein product,353624.0,736.0,188592.0,120.0,54817.0,protein coding
SH3PXD2A,18720,gene with protein product,261558.0,75.0,37446.0,39.0,23751.0,protein coding
SH3PXD2B,15678,gene with protein product,129526.0,46.0,11643.0,22.0,9241.0,protein coding
SH3RF1,17474,gene with protein product,176698.0,33.0,9875.0,28.0,8743.0,protein coding
SH3RF2,13740,gene with protein product,145214.0,35.0,11960.0,26.0,9817.0,protein coding
SH3RF3,15329,gene with protein product,375430.0,10.0,5948.0,10.0,5948.0,protein coding
SH3TC1,18304,gene with protein product,59732.0,242.0,59567.0,94.0,26429.0,protein coding
SH3TC2,12812,gene with protein product,139525.0,212.0,90428.0,93.0,68579.0,protein coding
SH3YL1,19154,gene with protein product,48669.0,197.0,37687.0,81.0,25956.0,protein coding
SHANK1,7580,gene with protein product,60548.0,88.0,29804.0,46.0,18507.0,protein coding
SHANK2,12200,gene with protein product,784724.0,154.0,69273.0,78.0,41778.0,protein coding
SHANK3,12132,gene with protein product,58798.0,121.0,44896.0,61.0,24728.0,protein coding
SHARPIN,19209,gene with protein product,9492.0,46.0,8297.0,32.0,6307.0,protein coding
SHB,14960,gene with protein product,153330.0,6.0,6035.0,6.0,6035.0,protein coding
SHBG,9927,gene with protein product,19437.0,123.0,17935.0,34.0,5337.0,protein coding
SHC1,19084,gene with protein product,12098.0,93.0,20787.0,32.0,7806.0,protein coding
SHC2,12933,gene with protein product,44445.0,41.0,8166.0,32.0,6079.0,protein coding
SHC3,10567,gene with protein product,173048.0,15.0,10388.0,14.0,10092.0,protein coding
SHC4,12315,gene with protein product,140179.0,45.0,11843.0,24.0,9299.0,protein coding
SHCBP1,17135,gene with protein product,42789.0,36.0,9277.0,32.0,8801.0,protein coding
SHCBP1L,6021,gene with protein product,53661.0,38.0,8108.0,29.0,6374.0,protein coding
SHD,10989,gene with protein product,11457.0,20.0,4865.0,17.0,4446.0,protein coding
SHE,13256,gene with protein product,32641.0,11.0,14090.0,10.0,13933.0,protein coding
SHF,17204,gene with protein product,33962.0,59.0,16013.0,36.0,11448.0,protein coding
SHFL,18801,gene with protein product,7131.0,62.0,13687.0,42.0,11848.0,protein coding
SHH,8121,gene with protein product,12484.0,19.0,7526.0,12.0,6322.0,protein coding
SHISA2,12269,gene with protein product,7420.0,2.0,3845.0,2.0,3845.0,protein coding
SHISA3,8391,gene with protein product,5000.0,2.0,2322.0,2.0,2322.0,protein coding
SHISA4,16792,gene with protein product,3908.0,12.0,3069.0,12.0,3069.0,protein coding
SHISA5,19317,gene with protein product,37029.0,86.0,25840.0,52.0,20130.0,protein coding
SHISA6,8009,gene with protein product,322851.0,18.0,23734.0,10.0,10229.0,protein coding
SHISA7,5608,gene with protein product,14561.0,9.0,9747.0,7.0,9442.0,protein coding
SHISA8,9079,gene with protein product,5532.0,6.0,2309.0,6.0,2309.0,protein coding
SHISA9,10330,gene with protein product,338819.0,12.0,11903.0,12.0,11903.0,protein coding
SHISAL1,9123,gene with protein product,69287.0,5.0,6853.0,5.0,6853.0,protein coding
SHISAL2A,17058,gene with protein product,36516.0,17.0,4897.0,13.0,4256.0,protein coding
SHISAL2B,5437,gene with protein product,27749.0,17.0,3399.0,14.0,2925.0,protein coding
SHKBP1,19224,gene with protein product,14547.0,196.0,26576.0,96.0,14017.0,protein coding
SHLD1,18429,gene with protein product,114003.0,14.0,3346.0,12.0,2982.0,protein coding
SHLD2,18970,gene with protein product,97305.0,22.0,7972.0,14.0,5547.0,protein coding
SHLD3,15026,gene with protein product,5902.0,4.0,1873.0,4.0,1873.0,protein coding
SHMT1,18859,gene with protein product,35704.0,70.0,16645.0,42.0,13003.0,protein coding
SHMT2,19112,gene with protein product,5363.0,238.0,41623.0,94.0,20170.0,protein coding
SHOC1,10145,gene with protein product,108838.0,183.0,33513.0,55.0,11234.0,protein coding
SHOC2,19339,gene with protein product,97941.0,144.0,75372.0,52.0,40487.0,protein coding
SHOX,6134,gene with protein product,35068.0,22.0,14993.0,10.0,12330.0,protein coding
SHOX2,10260,gene with protein product,10516.0,26.0,13211.0,18.0,12232.0,protein coding
SHPK,14711,gene with protein product,28011.0,7.0,3788.0,7.0,3788.0,protein coding
SHPRH,19116,gene with protein product,100179.0,189.0,50280.0,74.0,28241.0,protein coding
SHQ1,18752,gene with protein product,112638.0,51.0,13634.0,34.0,11665.0,protein coding
SHROOM1,17603,gene with protein product,8519.0,38.0,15083.0,23.0,10526.0,protein coding
SHROOM2,11272,gene with protein product,163015.0,25.0,15220.0,19.0,12803.0,protein coding
SHROOM3,13428,gene with protein product,348025.0,58.0,26453.0,41.0,19728.0,protein coding
SHROOM4,13772,gene with protein product,227507.0,32.0,30914.0,20.0,23011.0,protein coding
SHTN1,18134,gene with protein product,245110.0,101.0,27504.0,45.0,21330.0,protein coding
SI,4580,gene with protein product,99599.0,55.0,6940.0,54.0,6822.0,protein coding
SIAE,18406,gene with protein product,62595.0,43.0,13751.0,26.0,11117.0,protein coding
SIAH1,19048,gene with protein product,92039.0,22.0,13004.0,19.0,12544.0,protein coding
SIAH2,19132,gene with protein product,22353.0,7.0,3190.0,7.0,3190.0,protein coding
SIAH3,9688,gene with protein product,74512.0,2.0,7075.0,2.0,7075.0,protein coding
SIDT1,17874,gene with protein product,97021.0,94.0,15013.0,68.0,12472.0,protein coding
SIDT2,19030,gene with protein product,18710.0,182.0,28271.0,88.0,19333.0,protein coding
SIGIRR,19195,gene with protein product,11740.0,117.0,20216.0,62.0,11065.0,protein coding
SIGLEC1,13631,gene with protein product,25631.0,47.0,16392.0,26.0,10631.0,protein coding
SIGLEC5,8941,gene with protein product,17443.5,6.0,1773.0,6.0,1773.0,protein coding
SIGLEC6,7984,gene with protein product,14038.0,55.0,15558.0,31.0,10399.0,protein coding
SIGLEC7,13826,gene with protein product,11228.0,23.0,5706.0,17.0,4300.0,protein coding
SIGLEC8,7267,gene with protein product,7610.0,22.0,6359.0,15.0,5383.0,protein coding
SIGLEC9,14913,gene with protein product,11746.0,18.0,4266.0,10.0,3029.0,protein coding
SIGLEC10,16486,gene with protein product,7784.0,88.0,22142.0,36.0,12022.0,protein coding
SIGLEC11,10167,gene with protein product,12188.0,24.0,6477.0,16.0,5011.0,protein coding
SIGLEC12,8272,gene with protein product,10574.0,23.0,5494.0,18.0,4703.0,protein coding
SIGLEC14,10467,gene with protein product,7348.0,12.0,5730.0,12.0,5730.0,protein coding
SIGLEC15,12733,gene with protein product,18420.0,24.0,8272.0,18.0,7363.0,protein coding
SIGLEC16,1419,gene with protein product,6220.0,9.0,3876.0,9.0,3876.0,protein coding
SIGLECL1,3903,gene with protein product,22983.0,37.0,8802.0,23.0,5665.0,protein coding
SIGMAR1,19093,gene with protein product,3123.0,42.0,18807.0,29.0,14591.0,protein coding
SIK1,15905,gene with protein product,12649.0,32.0,7081.0,28.0,6605.0,protein coding
SIK2,18960,gene with protein product,128407.0,18.0,10166.0,18.0,10166.0,protein coding
SIK3,19093,gene with protein product,255036.0,155.0,35920.0,71.0,20352.0,protein coding
SIKE1,19148,gene with protein product,11207.0,33.0,14469.0,25.0,8642.0,protein coding
SIL1,19220,gene with protein product,346834.0,88.0,12158.0,52.0,7816.0,protein coding
SILC1,3423,"RNA, long non-coding",70968.0,129.0,97112.0,65.0,76755.0,lncRNA
SIM1,6532,gene with protein product,79913.0,27.0,14601.0,18.0,13206.0,protein coding
SIM2,9436,gene with protein product,50803.0,35.0,12362.0,27.0,11044.0,protein coding
SIMALR,2944,"RNA, long non-coding",14579.0,5.0,932.0,4.0,798.0,lncRNA
SIMC1,18551,gene with protein product,107625.0,65.0,16927.0,36.0,10922.0,protein coding
SIN3A,19233,gene with protein product,86464.0,257.0,62251.0,87.0,30035.0,protein coding
SIN3B,19008,gene with protein product,50956.0,87.0,22413.0,47.0,15444.0,protein coding
SINHCAF,18912,gene with protein product,46475.0,43.0,14584.0,26.0,10264.0,protein coding
SIPA1,19011,gene with protein product,12818.0,72.0,13996.0,43.0,8994.0,protein coding
SIPA1L1,19147,gene with protein product,420781.0,172.0,38167.0,75.0,20369.0,protein coding
SIPA1L2,17883,gene with protein product,232607.0,179.0,52041.0,58.0,17148.0,protein coding
SIPA1L3,18757,gene with protein product,301162.0,50.0,13967.0,46.0,13336.0,protein coding
SIRLNT,1563,"RNA, long non-coding",54437.0,14.0,3802.0,13.0,3722.0,lncRNA
